DESCRIPTION,coicop,Notes,daña el ambiente,no saludable,genero,gasolina,cerveza,licores,tabaco y cigarrillos,vehículos,alimentos,estupefacientes,cuidado,medicamentos,impuestos rosa,usado exclusivamente por mujeres,rol de género femenino,infantiles,para hombres,prefix,vat,"vat, min","vat, max",prefix vat,azucar y/o hiperprocesamiento
Traje de baï¿½o para niï¿½a,3120417,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0.19,0.19,0.19,0.19,0
Pijamas y batas para niï¿½a,3120418,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0.19,0.19,0.19,0.19,0
Otros artï¿½culos de vestir para niï¿½a (deportivos y formales),3120499,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0.19,0.19,0.19,0.19,0
"Camisas, franelas para bebï¿½",3120501,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
"Vestidos confeccionados, mamelucos, etc. para bebï¿½",3120502,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
"Escarpines, patines, mitones, zapatos de tela, medias, gorritos y bufandas para bebï¿½",3120503,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
Pijamas y talegos de dormir para bebï¿½,3120504,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
"Buzos, ruanas, sacos de lana y similares para bebï¿½",3120505,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
Paï¿½ales de tela para bebï¿½,3120506,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
"Pantalones de tela, plï¿½stico, caucho y similares para bebï¿½",3120507,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
Fajeros y cambiadores ,3120508,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
Otros artï¿½culos de vestir para bebï¿½,3120599,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
"Uniformes (diario, gala, deportes)",3120601,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
Corbatas y corbatines para hombre,3139701,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Correas, tirantas y calzonarias para hombre",3139702,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
Paï¿½uelos y paï¿½oletas para hombre,3139703,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
Ruanas y ponchos para hombre,3139704,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Bufandas, pashiminas y guantes para hombre",3139705,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Sombreros, gorros, cachuchas, boinas, viseras para hombre",3139706,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
Paï¿½uelos y paï¿½oletas para mujer,3139801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
Cinturones y tirantas para mujer,3139802,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Ruanas, chales, paï¿½olones y ponchos para mujer",3139803,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Bufandas, pashminas y guantes para mujer",3139804,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Sombreros, gorros, cachuchas, boinas, viseras para mujer",3139805,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Guantes de jardinerï¿½a o de trabajo en material diferente a caucho (nylon, lycra, hilo, mitrillo, etc.); careta, tapones de oidos, lentes de seguridad.",3139901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
Cascos protectores para ciclista y motociclista,3139902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Hilos, cremalleras, botones, metro de costura, hombreras, encajes, broches, ganchos para ropa, hebillas, cordones y caucho para ropa  cintas, ribetes",3139903,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Baberos, broches y ganchos para bebï¿½",3139904,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
"Madejas de lana y otros materiales para coser, tejer y bordar",3139905,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Confecciï¿½n y reparaciï¿½n de prendas de vestir en general (hombre, mujer, niï¿½os, niï¿½as, bebï¿½s) ",3140101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
Teï¿½ido de prendas de vestir  ,3140102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Lavado y planchado de ropa fuera del hogar (en lavanderï¿½a, otro hogar u establecimiento)",3140201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Alquiler de prendas de vestir en general (hombre mujer, niï¿½os, niï¿½as y bebï¿½s)",3140301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Zapatos en cuero, caucho, goma y similares para hombre",3210101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Botas en cuero, caucho, goma y similares para hombre",3210102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Tenis, zapatillas y otros zapatos deportivos para hombre (excluyendo zapatos para deportes especï¿½ficos equipados con cuchillas, ruedas, clavos, tacos, taches)",3210103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para hombre",3210104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Calzado plano en cuero, caucho, goma y similares para mujer",3210201,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Calzado de tacï¿½n en cuero, caucho, goma y similares para mujer",3210202,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.19,0.19,0.19,0.19,0
"Botas en cuero, caucho, goma y similares para mujer",3210203,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Tenis, zapatillas y otros zapatos deportivos para mujer (excluyendo zapatos para deportes especï¿½ficos equipados con cuchillas, ruedas, clavos, tacos, taches)",3210204,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para mujer",3210205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Zapatos en cuero, caucho, goma y similares para niï¿½o",3210301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Botas en cuero, caucho, goma y similares para niï¿½o",3210302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Tenis, zapatillas y otros zapatos deportivos para niï¿½o (excluyendo zapatos para deportes especï¿½ficos equipados con cuchillas, ruedas, clavos, tacos, taches)",3210303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niï¿½o",3210304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.19,0.19,0.19,0.19,0
"Calzado plano en cuero, caucho, goma y similares para niï¿½a",3210401,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Calzado de tacï¿½n en cuero, caucho, goma y similares para niï¿½a",3210402,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.19,0.19,0.19,0.19,0
"Botas en cuero, caucho, goma y similares para niï¿½a",3210403,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Tenis, zapatillas y otros zapatos deportivos para niï¿½a (excluyendo zapatos para deportes especï¿½ficos equipados con cuchillas, ruedas, clavos, tacos, taches)",3210404,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niï¿½a",3210405,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0.19,0.19,0.19,0.19,0
"Calzado para bebï¿½: zapatos, botas y tenis  ",3210501,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.19,0.19,0.19,0.19,0
"Accesorios para calzado: Plantillas, hormas, adaptadores para calzado y calzadores",3210601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
Lustrado y limpieza de zapatos ,3220101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
"Reparaciï¿½n de calzado: remonta, tapas, costuras, etc",3220201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
Alquiler de calzado diferente al calzado para deporte y recreaciï¿½n,3220301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19,0.19,0.19,0.19,0
Arriendo de la vivienda donde reside ,4110101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
"Arriendo por viviendas para uso del hogar diferentes a la que habita, (no incluye  los servicios de alojamiento ofrecidos por aldeas y centros de vacaciones)",4120101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Estimaciï¿½n del arriendo imputado de la vivienda propia ,4210101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Arriendos imputados por alquiler reducido o alojamiento gratuito o en usufructo,4229902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Arriendos imputados por vivienda dada como salario en especie,4229903,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Pinturas y barnices para vivienda      ,4310101,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Recubrimientos para paredes (papel de colgadura, textiles, fibra de vidrio, piedra decorativa, etc.)",4310102,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Baldosas, porcelanato,celosï¿½as, mï¿½rmoles, cerï¿½micas, vinilos, cenefas de enchape (para interiores y para baï¿½o y cocina)",4310103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Vidrierï¿½a para puertas y ventanas,4310104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Yeso, cemento, masilla, pegantes, siliconas",4310105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Tubos para el agua, grifos, codos, sifones, etc.",4310106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Maderas pulidas y lacadas, parquï¿½, maderas burdas, tablas, tablones ",4310107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Puertas y ventanas (incluye corredizas y tipo cancel),4310108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Otros materiales para la conservaciï¿½n y la reparaciï¿½n de la vivienda: tejas, cielo raso, drywall, canaletas, tanque de agua, etc",4310199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Mantenimiento y reparaciï¿½n de aire acondicionado y calefacciï¿½n,4320101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Mantenimiento y reparaciï¿½n de caï¿½erï¿½as de agua y ductos e instalaciones de gas,4320201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Mantenimiento y reparaciï¿½n de redes elï¿½ctricas y telefï¿½nicas,4320401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Mantenimiento y reparaciï¿½n de techos, paredes y pisos",4320501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Limpieza de exteriores  de la vivienda,4320601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Adoquinado y revestimiento menores de suelos de la vivienda,4320701,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Otros servicios para el mantenimiento y reparaciï¿½n de la vivienda: cerrajerï¿½a, pintura, enchape, carpinterï¿½a, ebanisterï¿½a, decoraciï¿½n, etc.",4329901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Instalaciï¿½n, conexiï¿½n, contador de agua",4410101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Servicio de acueducto,4410102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Reconexiï¿½n del servicio de acueducto,4410103,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Servicio pï¿½blico de recolecciï¿½n de basuras y aseo,4420101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Pagos a recogedor de basuras y desechos,4420102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Instalaciï¿½n o conexiï¿½n al servicio de alcantarillado  ,4430101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Servicio de alcantarillado,4430102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Cuotas de administraciï¿½n de la vivienda para uso del hogar,4440101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Cuotas extraordinarias de administraciï¿½n,4440102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Celadurï¿½a comunal,4440103,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Mantenimiento y reparaciï¿½n de ductos de ascensor,4440104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Gastos de conservaciï¿½n en jardinerï¿½a,4440201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Instalaciï¿½n, conexiï¿½n y contador del servicio de energï¿½a elï¿½ctrica",4510101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Servicio de energï¿½a elï¿½ctrica,4510102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Reconexiï¿½n del servicio de energï¿½a elï¿½ctrica,4510103,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Servicio de alumbrado pï¿½blico,4510104,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Compra de gas propano en pipeta o cilindro,4520101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
"Instalaciï¿½n, conexiï¿½n y contador del servicio de gas natural  ",4520201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
Servicio de gas natural por tuberï¿½a,4520202,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Reconexiï¿½n del servicio de gas natural,4520203,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Combustibles lï¿½quidos para cocinar: gasolina, kerosene, petrï¿½leo, alcohol, etc.  ",4530101,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.19,0.19,0.19,0.19,0
"Combustibles sï¿½lidos para cocinar: leï¿½a, carbï¿½n vegetal, carbï¿½n mineral, etc.",4540101,goods with different tax rates. Tentative VAT presented.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.19,0
Cama sencilla ,5110101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Cama semidoble, doble, king size, base cama y cama nido",5110102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Cunas y corral para bebï¿½,5110103,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0.19,0.19,0.19,0.19,0
Juego completo de muebles de alcoba,5110104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Juego completo de muebles de sala,5110105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Juego completo de muebles de comedor,5110106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Gabinetes de baï¿½o,5110107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Cocina integral,5110108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Muebles y gabinetes para cocina,5110109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Escritorios y mesas de dibujo,5110110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Muebles para computador o centros de entretenimiento,5110111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Colchones, somiers y colchonetas ",5110112,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Bases para colchï¿½n, catres, camarotes, literas",5110113,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Sillas, sillones, sofï¿½s, sofacamas",5110114,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Asientos como: mecedoras, butacos, bancas, asientos inflables y puff, etc",5110115,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Armarios, clï¿½sets, cï¿½modas, chifoniers, escaparates, organizadores, roperos, baules, entrepaï¿½os, repisas, etc.",5110116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Bibliotecas y muebles modulares,5110117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Mesas de noche, mesas de centro, mesas auxiliares, mesa de bar y cava",5110119,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Otros muebles para el hogar como: biffï¿½, tocadores, vitrinas, archivadores, biombos, parasol, tabique plegable etc.",5110198,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Otros accesorios para el hogar: accesorios para baï¿½o, cocina, etc.",5110199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Lï¿½mparas de techo o de pie, reflectores, poste solar led, lï¿½mpara solar exterior y farol colgante o de pie.",5110201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Lï¿½mparas o pantallas de mesa,5110202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Velas, veladoras, velones ",5110203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Candeleros y candelabros,5110204,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Cuadros y pinturas de arte,5110301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Reproducciones de cuadros y pinturas,5110302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Dibujos, grabados, tapices",5110303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Estatuillas, esculturas, porcelanas y objetos de decoraciï¿½n en cualquier material",5110304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Otros objetos artï¿½sticos,5110399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Espejos, porta retratos y percheros",5119901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Persianas de materiales diferentes a tela, blackout",5119902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Alfombras y tapetes fijos y sueltos,5120101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Reparaciï¿½n de muebles, accesorios y materiales para pisos",5130101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Restauraciï¿½n de obras de arte y de muebles antiguos del hogar,5130201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Telas para confeccionar ropa de cama, manteles, cortinas y forros para muebles",5200101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Juego completo de sï¿½banas, sobresï¿½banas y fundas ",5200201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Sï¿½banas, sobresabanas, protectores de colchï¿½n y fundas sueltas",5200202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Cubrelechos, cubrecamas, colchas para cama, etc.",5200203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Cobijas y mantas para adulto,5200204,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Cobijas, mantas y cobertores para bebï¿½",5200205,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0.19,0.19,0.19,0.19,0
"Almohadas, cojines, almohadones",5200206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Hamacas, chinchorros, toldillos, mosquiteros",5200207,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Ropa de mesa: manteles, caminos de mesa, individuales y servilletas de tela para comedor",5200301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Toallas de tela para baï¿½o,5200401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Juego de lencerï¿½a para baï¿½o,5200402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Cortinas para baï¿½o,5200403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Gastos por confecciï¿½n y reparaciï¿½n de productos textiles para el hogar,5200601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Cortinas confeccionadas y cenefas para cortinas ,5209901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Lanas y telas para tejidos y decoraciï¿½n del hogar,5209902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Talegos, sacos o lonas para ropa en tela",5209903,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Banderas y escudos en general,5209904,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Piedecamas, esteras y esterillas",5209905,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Forros para muebles y electrodomï¿½sticos ,5209906,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
"Neveras, refrigeradores y congeladores",5310101,"See enph.org for a recipe. Here is the earlier comment:VAT of 5% depending on value (30 uvt (unidad de valor tributario), aprox. $955800 COP), estrato (<=3),other conditions (the household has to give back an old fridge at the moment of purchase) as per article 468.1 of tax code",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Lavadora y secadora de ropa,5310201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Lavadora de platos,5310202,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Estufa a gas,5310301,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
Estufa elï¿½ctrica,5310302,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.19,0.19,0.19,0.19,0
