,description,coicop,"VAT Holiday",vat,"vat, min","vat, max",Notes
885,"Estuches para l�pices, pizarras, tiza, yeso para actividades educativas, madera balso, etc",9549902,0,"0,19","0,19","0,19",
886,"Paquetes tur�sticos completos: Gira tur�stica completa (incluye pasajes, alojamiento, alimentaci�n, etc.) ",9600101,0,"0,19","0,19","0,19",
887,"Pago de paquete por viajes de excursi�n, peregrinaje o convivencia de menos de un d�a (sin pernoctar)",9600201,0,"0,19","0,19","0,19",
888,"Matriculas e inscripci�n en secundaria",10200101,0,0,0,0,
889,"Pensiones en secundaria",10200102,0,0,0,0,
890,"Bonos escolares en secundaria",10200103,0,0,0,0,
891,"Asociaci�n de padres de familia en secundaria",10200104,0,"0,19","0,19","0,19",
892,"Otros gastos en secundaria no especificados anteriormente (aportes para rifas, eventos especiales y cobros para actividades espor�dicas del colegio)",10200199,0,0,0,0,
893,"Inscripciones y matr�culas en carreras universitarias (no incluye postgrado)",10400101,0,0,0,0,
894,"Inscripciones y matr�culas en carreras t�cnicas y tecnol�gicas ",10400102,0,0,0,0,
895,"Inscripciones y matr�culas en postgrados (especializaci�n, maestr�a, doctorado)",10400201,0,0,0,0,
896,"Otros gastos en educaci�n superior (pregrados y postgrados)",10409901,0,0,0,0,
897,"Cursos de educaci�n no formal en academias o instituciones de idiomas, inform�tica, moda y confecci�n, belleza, primeros auxilios, etc",10500101,0,0,0,0,
898,"Cursos de educaci�n no formal en academias o instituciones de deportes",10500102,0,0,0,0,
899,"Cursos de educaci�n no formal en academias o instituciones de formaci�n art�stica",10500103,0,0,0,0,
900,"Diplomados, educaci�n continuada, preicfes, preuniversitarios ",10500401,0,0,0,0,
901,"Educaci�n para adultos y validaciones",10500501,0,0,0,0,
902,"Pago a instituciones por asesor�a de tareas",10500601,0,0,0,0,
903,"Clases acad�micas dictadas por particulares",10500701,0,0,0,0,
904,"Desayunos completos",11110101,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase"
905,"Almuerzos completos",11110102,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase"
906,"Comidas completas",11110103,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase"
907,"Tiquetera para alimentos preparados, excepto en establecimientos educativos",11110104,0,"0,19","0,19","0,19","Ambiguity in the tax code"
908,"Platos diversos: Pollo asado, carne asada, arroz chino, lechona y similares para consumo inmediato  en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo, para llevar y por servicio a domicilio
",11110105,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase"
909,"Bebidas calientes : Tinto, caf� con leche, chocolate, t�, bebida achocolatada caliente, leche, agua de panela, agua arom�tica, avena caliente y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo, para llevar y por servicio a domicilio
",11110201,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
910,"Gaseosa y otros refrescos  en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las adquiridas para llevar y servicio a domicilio",11110301,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
911,"Jugos naturales  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos moviles, y lugares de esparcimiento; se incluyen tambien los  contratados por encargo ,para llevar y servicio a domicilio",11110302,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
912,"Leche tomada fuera del hogar suministrada para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento.",11110303,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
913,"Yogurt, kumis para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento.",11110304,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
914,"Masato, mazamorra, chicha, avena helada, malteada, agua de panela fria y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo y para llevar",11110305,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
915,"Helados, paletas, conos y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos moviles,  lugares de esparcimiento y para llevar.",11110401,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. "
916,"Ensaladas de frutas, frutas sueltas, fresas con crema  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo, para llevar y por servicio a domicilio",11110402,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
917,"Galletas de sal y de dulce  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110403,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
918,"Pan, almoj�banas, bu�uelos,  pandeyucas, arepas y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo, para llevar y por servicio a domicilio",11110404,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
919,"Emparedados, empanadas, bollos, envueltos, tamales, pastel de pollo, perros calientes, hamburguesas, pizzas y similares para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo, para llevar y por servicio a domicilio",11110405,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
920,"Brownies, obleas, ponqu�s, bizcochos, milhojas y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las  contratadas por encargo y para llevar",11110406,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
921,"Productos de salsamentaria y fritanga: chorizos, jamones, rellenas y similares para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110407,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
922,"Quesos, cuajadas y quesillos para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110408,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
923,"Huevos preparados para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos moviles, y lugares de esparcimiento y  para llevar",11110409,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
924,"Arequipes, bocadillos, gelatinas y similares para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento y para llevar",11110410,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
925,"Frituras: papas fritas, chitos, patacones y similares  para consumo inmediato, en medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento y para llevar",11110411,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
926,"Dulces, confites, chocolatinas, bombones  para consumo inmediato, en medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento y para llevar",11110412,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
927,"C�cteles de camarones, ostras y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110413,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. "
928,"Onces, medias nueves, media ma�ana, algo, entred�a, recreo para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110414,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?"
929,"Alimentos provenientes de salario en especie",11110415,0,0,0,0,
930,"Gastos en discotecas, bares, griles, tabernas y similares (comida, bebidas, cover)  ",11110501,0,0,0,0,
931,"Gastos en bebidas alcoh�licas (cerveza, aguardiente, ron, etc) en tiendas, fondas rurales y al aire libre",11110601,0,0,0,0,"No VAT but Impuesto nacional al consumo of 8% depending on place of purchase."
932,"Pago mensual por alimentaci�n de estudiantes en establecimiento educativo (restaurantes escolares, universitarios),  los comedores universitarios, los de tropa y de oficiales del ej�rcito.
",11120101,0,0,0,0,
933,"Servicios de alojamiento en hoteles, pensiones, posadas y hostales ",11200101,0,"0,19","0,19","0,19",
934,"Servicios de alojamiento en moteles y residencias  ",11200201,0,"0,19","0,19","0,19",
935,"Servicios de alojamiento en centros de vacaciones, caba�as, apartamentos, servicios de alquiler en terrenos para camping y servicios de gu�as tur�sticos",11200301,0,"0,19","0,19","0,19",
936,"Servicios de alojamiento por motivo de ense�anza: internados de colegios; residencias estudiantiles; albergues para menores; albergues para j�venes trabajadores e inmigrantes",11200401,0,0,0,0,
937,"Corte de pelo para hombres y ni�os",12110101,0,"0,19","0,19","0,19",
938,"Afeitado en barber�as",12110102,0,"0,19","0,19","0,19",
939,"Corte de pelo, peinado y alisado para mujeres y ni�as",12110103,0,"0,19","0,19","0,19",
940,"Tratamientos capilares y faciales",12110104,0,"0,19","0,19","0,19",
941,"Manicure y pedicure",12110105,0,"0,19","0,19","0,19",
942,"Te�ido de cabello, permanentes y desrizados en sal�n de belleza",12110106,0,"0,19","0,19","0,19",
943," Tratatamientos y cuidados corporales: Saunas, turcos y masajes no terap�uticos",12110107,0,"0,19","0,19","0,19",
944,"Depilaciones ",12110108,0,"0,19","0,19","0,19",
945,"Otros tratamientos de belleza: bronceado en c�mara,  maquillaje permanente, tatuajes, perforaciones, expansiones,etc",12110199,0,"0,19","0,19","0,19",
946,"M�quinas el�ctricas de afeitar, para cortar el pelo y depiladoras ",12120101,0,"0,19","0,19","0,19",
947,"Pinzas el�ctricas, planchas para cabello y secadores ",12120102,0,"0,19","0,19","0,19",
948,"Reparaci�n de aparatos el�ctricos para el cuidado personal ",12120104,0,"0,19","0,19","0,19",
949,"Otros aparatos el�ctricos para el cuidado personal: cepillos de dientes, vaporizadores, art�culos el�ctricos para masaje, etc.",12120199,0,"0,19","0,19","0,19",
950,"M�quina de afeitar no desechables, cuchillas y repuestos para m�quinas de afeitar, m�quinas de afeitar desechables, depiladores, encrespadores, cepillos para el cabello, peines y peinillas, rulos, ganchos y mo�os, pinzas y hebillas para el cabello, diademas, balacas y gorros para ba�o.",12130101,0,"0,19","0,19","0,19",
951,"B�sculas personales o pesas",12130102,0,"0,19","0,19","0,19",
952,"Jabones de tocador l�quidos y en barra",12130201,0,"0,19","0,19","0,19",
953,"Champ�s, acondicionadores, b�lsamos, enjuagues, cremas y tratamientos para el cabello (excluir los productos de beb�), gel, fijadores y lacas para el cabello",12130202,0,"0,19","0,19","0,19",
954,"Cremas para afeitar y depilar (tubo, aerosol, gel) y lociones para despu�s de la afeitada",12130203,0,"0,19","0,19","0,19",
955,"Desodorantes y antitranspitantes (crema, barra, roll-on, aerosol)",12130204,0,"0,19","0,19","0,19",
956,"Perfumes, colonias y lociones",12130205,0,"0,19","0,19","0,19",
957,"Art�culos para la higiene corporal del beb�: aceites, cremas, champ�s, b�lsamos, jabones, colonias, etc. (excluye pa�os h�medos)",12130206,0,"0,19","0,19","0,19",
958,"Cepillos de dientes, hilo y seda dental",12130301,0,"0,19","0,19","0,19","In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed"
959,"Crema dental y  enjuague bucal",12130302,0,"0,19","0,19","0,19","In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed"
960,"Blanqueadores y ceras dentales.",12130303,0,"0,19","0,19","0,19",
961,"Bases para la cara, polvos faciales, pesta�inas, labiales, l�pices de ceja, delineadores, sombras,  ruborizadores y desmaquilladores.",12130401,0,"0,19","0,19","0,19",
962,"Esmaltes, quitaesmaltes, diluyentes, limas y tijeras para u�as, cortacut�culas,  cortau�as y art�culos decorativos para u�as.",12130402,0,"0,19","0,19","0,19",
963,"Cremas (nutritivas, limpiadoras, hidratantes, etc.), talcos y polvos para el cuerpo y los pies, bronceadores y protectores solares no formulados",12130403,0,"0,19","0,19","0,19",
964,"Tinturas para el cabello",12130404,0,"0,19","0,19","0,19",
965,"Otros productos de belleza (pelucas, peluquines, extensiones de cabello, etc.)",12130499,0,"0,19","0,19","0,19",
966,"Papel higi�nico",12139901,0,"0,19","0,19","0,19",
967,"Algod�n,  esponjas para el cuerpo y copitos",12139902,0,"0,19","0,19","0,19",
968,"Pa�uelos y pa�itos h�medos desechables de uso personal",12139903,0,"0,19","0,19","0,19",
969,"Toallas sanitarias, protectores, tampones, pa�itos y jabones intimos.",12139904,0,"0,05","0,05","0,05",
970,"Protectores para brassier, mamadores, succionadores y pezoneras",12139905,0,"0,19","0,19","0,19",
971,"Pa�ales desechables",12139906,0,"0,19","0,19","0,19",
972,"Pa�ales y ropa interior para incontinencia",12139907,0,"0,19","0,19","0,19",
973,"Otros productos para el aseo personal",12139999,0,"0,19","0,19","0,19",
974,"Servicios prestados por personas para entretenimiento privado de adultos (strippers y otros)",12200101,0,0,0,0,"Not in tax code"
975,"Anillos, argollas, sortijas, aretes, pendientes, prendedores y alfileres para corbata, mancornas en oro y plata
",12310101,1,"0,19","0,19","0,19",
976,"Collares, cadenas, gargantillas, pulseras y manillas en oro y plata.
",12310102,1,"0,19","0,19","0,19",
977,"Piedras preciosas",12310103,1,"0,19","0,19","0,19",
978,"Reparaci�n de art�culos de oro, plata y piedras preciosas.",12310104,1,"0,19","0,19","0,19",
979,"Relojes de mesa o pared y despertadores, term�metros y bar�metros de pared",12310201,0,"0,19","0,19","0,19",
980,"Relojes de pulso mec�nicos o digitales, de bolsillo y cron�metros",12310202,0,"0,19","0,19","0,19",
981,"Reparaci�n de relojes, cron�metros, term�metros y bar�metros de pared",12310203,0,"0,19","0,19","0,19",
982,"Anillos, argollas, sortijas, aretes, pendientes, prendedores, mancornas de fantasia e hilo.",12310301,1,"0,19","0,19","0,19",
983,"Collares, cadenas, gargantillas, pulseras y manillas de fantas�a e hilo",12310302,1,"0,19","0,19","0,19",
984,"Reparaci�n de art�culos de fantas�a e hilo",12310303,1,"0,19","0,19","0,19",
985,"Maletines, portafolios y bolsos de viaje",12320101,0,"0,19","0,19","0,19",
986,"Carteras, mochilas y bolsos de mano",12320102,0,"0,19","0,19","0,19",
987,"Billeteras, monederos, tarjeteros de bolsillo y portabilletes   ",12320103,0,"0,19","0,19","0,19",
988,"Bolsos y maletas tipo estudiante ",12320104,0,"0,19","0,19","0,19",
989,"Reparaci�n de maletines, cartera, billeteras y bolsos mencionados anteriormente",12320105,0,"0,19","0,19","0,19",
990,"Coches, caminadores, sillas, sillas para veh�culo, cestos y hamacas para beb�",12320201,0,"0,19","0,19","0,19",
991,"Portabeb�s delanteros y de espalda",12320202,0,"0,19","0,19","0,19",
992,"Monitores e intercomunicadores para beb�",12320203,0,"0,19","0,19","0,19",
993,"Chupos, mamilas, entretenedores",12320204,0,"0,19","0,19","0,19",
994,Pa�aleras,12320205,0,"0,19","0,19","0,19",
995,"Reparaci�n de art�culos para beb�",12320207,0,"0,19","0,19","0,19",
996,"Otros art�culos para beb� (ba�eras, correas para beb�, etc) ",12320299,0,"0,19","0,19","0,19",
997,"Art�culos para fumador: Pipas, encendedores no desechables, pitilleras, cortapuros, cigarrillos electr�nicos y narguile",12320301,0,"0,19","0,19","0,19",
998,"Art�culos personales varios como: gafas de sol, lentes de contacto, cosmeticos, bastones, paraguas y sombrillas, abanicos, llaveros, etc",12320401,0,,0,"0,19","goods with different tax rates"
999,"Art�culos de funeraria: ata�des, l�pidas y urnas",12320501,0,"0,19","0,19","0,19",
1000,"Residencias para ancianos, hogares geri�tricos, hogares para personas con limitaciones f�sicas o cognitivas y centros de rehabilitaci�n",12400101,0,"0,19","0,19","0,19",
1001,"Asistencia para el cuidado y mantenimiento de personas con limitaciones-discapacidad en el hogar",12400102,0,"0,19","0,19","0,19",
1002,"Pagos mensuales en guarder�a o salacunas: pensi�n, alimentaci�n, etc",12400201,0,"0,19","0,19","0,19",
1003,"Pagos anuales en guarder�as o salacunas: matr�cula, materiales, etc",12400202,0,"0,19","0,19","0,19",
1004,"Cuidado de ni�os fuera del hogar (ni�eras fuera del hogar)",12400203,0,"0,19","0,19","0,19",
1005,"Pagos en agencias por servicios de adopci�n",12400204,0,"0,19","0,19","0,19",
1006,"Descuentos por aporte de asalariados a EPS",12400301,0,0,0,0,
1007,"Aportes obligatorios de trabajadores independientes a EPS ",12400302,0,0,0,0,
1008,"Pagos adicionales en salud (PILA) por persona diferente al nucleo familiar: abuelos, personas mayores de 25 a�os, nietos, etc.",12400303,0,0,0,0,
1009,"Descuentos por aportes obligatorios de asalariados a fondos de pensiones y cesant�as",12400401,0,0,0,0,
1010,"Aportes obligatorios de trabajadores independientes a fondos de pensiones y cesant�as ",12400402,0,0,0,0,
1011,"Pago en comedores comunitarios",12400501,0,0,0,0,
1012,"Valor imputado por alimentaci�n en comedores comunitarios",12400502,0,0,0,0,
1013,"Seguro de vida y de educaci�n (ahorro programado), seguro de prestaci�n en caso de fallecimiento.",12510101,0,0,0,0,
1014,"Seguro relacionado con la vivienda (robo, incendio, terremoto, terrorismo, etc)",12520101,0,"0,19","0,19","0,19",
1015,"Pago anual de medicina prepagada o plan complementario de salud",12530101,0,"0,05","0,05","0,05",
1016,"Seguro estudiantil",12530102,0,0,0,0,
1017,"Seguros relacionados con  la salud: m�dico, maternidad, neonatal, ambulancia, de accidentes,etc. (emerm�dica, emi, cem)",12530103,0,"0,05","0,05","0,05",
1018,"Pago de Seguro Obligatorio SOAT",12540101,0,"0,19","0,19","0,19",
1019,"Pago de seguro de veh�culos contra todo riesgo",12540102,0,"0,19","0,19","0,19","In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed"
1020,"Seguros relacionados con el transporte: seguro de vuelo, seguro de viaje y equipaje.",12540103,0,"0,19","0,19","0,19",
1021,"Otros seguros: seguros de responsabilidad civil por lesiones o da�os a terceros o a su propiedad, seguro funerario y similares",12559901,0,"0,19","0,19","0,19",
1022,"Cuotas por cr�dito para adquisici�n de veh�culos ",12610101,0,"0,19","0,19","0,19",
1023,"Cuotas o pagos por pr�stamos de consumo realizados a bancos, cooperativas y fondos (incluye cuotas de creditos para vivienda)

",12610102,0,0,0,0,
1024,"Cuotas o pagos por pr�stamos adquiridos con particulares y organizaciones del sector no financiero",12610103,0,0,0,0,
1025,"Compra de vivienda",12610104,0,0,0,0,
1026,"Pago por chequeras, servicios de cajero autom�tico (retiros, consultas de saldos), audirespuesta, servicios en l�nea o banca virtual, avances en efectivo, costos del taloanario, reposici�n del pl�stico, certificaciones y referencias bancarias y cheques de gerencia.
",12620101,0,"0,19","0,19","0,19",
1027,"Comisiones bancarias por transferencias, pagos a terceros, por consignaci�n nacional en oficina diferente a la de radicaci�n, giros, remesas, portes (cheques)",12620102,0,"0,19","0,19","0,19",
1028,"Cuota de manejo de tarjeta d�bito o cr�dito",12620103,0,0,0,0,
1029,"Pago del ultimo recibo por tarjetas de cr�dito, excluyendo cuota de manejo ",12620104,0,0,0,0,
1030,"Cuotas o pagos directos a almacenes y distribuidores por compras a cr�dito (excluye tarjetas de cr�dito expedidas por almacenes y distribuidores)",12620105,0,,0,"0,19",
1031,"Servicios financieros por medio de corresponsal",12620106,0,0,0,0,
1032,"Pago de comisi�n por la administraci�n de los fondos de inversi�n colectiva, fondos mutuos de inversi�n, negocios fiduciarios de inversi�n y portafolios de terceros de las sociedades comisionistas de bolsa",12620202,0,0,0,0,
1033,"Honorarios y cargos por servicio de agentes, asesores de inversi�n, consultores fiscales y financieros y servicios similares",12620301,0,"0,19","0,19","0,19",
1034,"Remesas de dinero a otros hogares para sostenimiento de personas a cargo del hogar en el exterior",12620302,0,0,0,0,
1035,"Pagos de honorarios por: asesor�a jur�dicas, contrataci�n de personal para el hogar, guardaespaldas, detectives privados, agencias matrimoniales, agentes inmobiliarios, etc
",12700101,0,"0,19","0,19","0,19",
1036,"Libreta militar",12700201,0,0,0,0,
1037,"C�dula de ciudadan�a, pasaporte, visas, tarjetas profesionales, certificados de nacimiento, defunci�n, matrimonio, extrajuicios, certificados de libertad y otros certificados notariales",12700202,0,0,0,0,"No VAT, but impuesto de timbre. In particular, it mixes goods taxed and not taxed"
1038,"Cuotas a asociaciones profesionales, partidos pol�ticos,  juntas de acci�n comunal, aportes y donaciones a ONGs y donaciones en dinero a otras instituciones u hogares
",12700301,0,0,0,0,
1039,"Cuotas a  instituciones religiosas y diezmo
",12700302,0,0,0,0,
1040,"Servicios religiosos y civiles por entierros, matrimonios,  gastos en pompas f�nebres y en otros servicios de funerales, etc",12700401,0,"0,19","0,19","0,19",
1041,"Impuesto predial y de valorizaci�n de la(s) vivienda(s) ocupada(s) por el hogar
",12700601,0,0,0,0,
1042,"Impuestos del vehiculo",12700602,0,0,0,0,
1043,"Impuesto de renta",12700603,0,0,0,0,
1044,"Otros impuestos (de timbre, etc)",12700699,0,0,0,0,
1045,"Mesadas a estudiantes y personas no perceptoras de ingresos para gastos diarios",12700701,0,0,0,0,
1046,"Planes de protecci�n social a personas ajenas al hogar (Plan Canitas, Gotas de agua)",12700901,0,"0,19","0,19","0,19",
1047,"Pago por noticias y anuncios en la prensa y en p�ginas web",12709901,0,"0,19","0,19","0,19",
1048,"Pago por servicio de ba�os p�blicos",12709902,0,0,0,0,
1049,"Servicio de fotocopias, reducciones, ampliaciones, laminaciones, argollados, impresi�n de hojas y documentos, servicio de scanner, servicio de quemado de CD o DVD y trabajos en computador",12709903,0,,0,0,"VAT depending on place of purchase (most people buy these goods at pleces wher no VAT is charged)."
1050,"Servicio de coteros o cargadores",12709904,0,"0,19","0,19","0,19",
